t,Scenario3.GAS_PRICE,Scenario3.POWER_PRICE,Scenario3.HEAT_PRICE,Scenario3.heat_demand,Scenario3.heat_demand_scenario,Scenario3.delta_heat_demand,Scenario3.probability,Scenario3.heat_storage1.initial_soc,Scenario3.chp1.bin,Scenario3.chp1.power,Scenario3.chp1.gas,Scenario3.chp1.heat,Scenario3.chp1.eta_th,Scenario3.chp1.eta_el,Scenario3.chp1.y1,Scenario3.chp1.y2,Scenario3.chp2.bin,Scenario3.chp2.power,Scenario3.chp2.gas,Scenario3.chp2.heat,Scenario3.chp2.eta_th,Scenario3.chp2.eta_el,Scenario3.chp2.y1,Scenario3.chp2.y2,Scenario3.boiler1.bin,Scenario3.boiler1.heat,Scenario3.boiler1.gas,Scenario3.boiler1.eta_th,Scenario3.boiler1.y1,Scenario3.boiler1.y2,Scenario3.heat_storage1.heat_charge,Scenario3.heat_storage1.bin_charge,Scenario3.heat_storage1.heat_discharge,Scenario3.heat_storage1.bin_discharge,Scenario3.heat_storage1.heat_balance,Scenario3.heat_storage1.heat_capacity,Scenario3.heat_storage1.dispatch_heat_capacity,Scenario3.heat_storage1.dispatch_heat_charge,Scenario3.heat_storage1.dispatch_heat_discharge,Scenario3.heat_storage1.dispatch_storage_capacity,Scenario3.heat_storage1.dispatch_extension,Scenario3.heat_storage1.use_extension,Scenario3.ngas_grid.gas_balance,Scenario3.power_grid.power_balance,Scenario3.power_grid.power_supply,Scenario3.power_grid.power_feedin,Scenario3.heat_grid.heat_balance,Scenario3.heat_grid.heat_supply,Scenario3.heat_grid.heat_feedin,Scenario3.heat_grid.dispatch_heat_feedin,Scenario3.heat_grid.dispatch_heat_supply,Scenario3.heat_grid.dispatch_heat_balance,Scenario3.arc01_expanded.power,Scenario3.arc02_expanded.power,Scenario3.arc03_expanded.heat,Scenario3.arc04_expanded.heat,Scenario3.arc05_expanded.heat,Scenario3.arc06_expanded.gas,Scenario3.arc07_expanded.gas,Scenario3.arc08_expanded.heat
1,0.1543,0.251,0.105,151.78628826127118,139.05463024008097,12.731658021190214,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819109,68.0,0.5910000000034386,0.33800000000332575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.786288261277733,1.0,15.786288261277718,304.2137117387223,316.9453697599125,12.731658021190214,0.0,316.9453697599125,0.0,0.0,117.03958691910523,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,151.78628826127118,0.0,12.731658021190214,0.0,37.21858864027854,38.89001692046986,68.0,68.0,0.0,0.0,117.03958691910523,15.786288261277733
2,0.1543,0.251,0.105,160.7009078596006,174.08705385795298,-13.38614599835239,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819109,68.0,0.5910000000034386,0.33800000000332575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.700907859580397,1.0,24.700907859607128,279.51280387911515,266.12665788076276,0.0,13.38614599835239,266.12665788076276,0.0,0.0,117.03958691910327,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,160.70090785957385,13.38614599835239,0.0,0.0,37.21858864027854,38.89001692046986,68.0,68.0,0.0,0.0,117.03958691910523,24.700907859580397
3,0.1543,0.251,0.105,195.29041728599813,268.2575467314162,-72.96712944541807,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819109,68.0,0.5910000000034386,0.33800000000332575,1.0,0.0,1.0,85.2,78.30882352940881,1.08800000000252,1.0,0.0,25.90958271399532,1.0,0.0,0.0,-25.90958271399532,305.42238659311045,232.45525714769238,0.0,72.96712944541807,232.45525714769238,0.0,0.0,195.34841044851404,-76.1086055607484,0.0,76.1086055607484,0.0,25.90958271399532,221.2,72.96712944541807,0.0,0.0,37.21858864027854,38.89001692046986,68.0,68.0,85.2,78.30882352940881,117.03958691910523,0.0
4,0.1543,0.251,0.105,394.0458316442079,352.05838343759956,41.98744820660835,0.06021611016333947,320.0,1.0,37.218588640276295,117.0395869191004,68.0,0.5809999999942721,0.317999999996065,1.0,0.0,1.0,38.89001692046736,115.05922165820232,68.0,0.5910000000035853,0.3380000000001399,1.0,0.0,1.0,174.0,162.46498599439482,1.07100000000252,1.0,0.0,0.0,0.0,84.04583164420791,1.0,84.04583164420791,221.37655494890254,263.3640031555109,41.98744820660835,0.0,263.3640031555109,0.0,0.0,279.5045729134952,-76.10860556074365,0.0,76.10860556074365,0.0,0.0,394.0458316442079,0.0,41.98744820660835,0.0,37.218588640276295,38.89001692046736,68.0,68.0,174.0,162.46498599439482,117.0395869191004,84.04583164420791
5,0.1543,0.251,0.105,266.3641061148016,271.0260696088882,-4.661963494086592,0.06021611016333947,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,130.36410611481023,121.11105159003762,1.0793537184264865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.37655494890254,216.71459145481595,0.0,4.661963494086592,216.71459145481595,0.0,0.0,238.15063850913802,-76.10860556074614,0.0,76.10860556074614,0.0,0.0,266.3641061148016,4.661963494086592,0.0,0.0,37.21858864027628,38.89001692046986,68.0,68.0,130.36410611481023,121.11105159003762,117.0395869191004,0.0
6,0.1543,0.251,0.105,281.6852398111608,278.5348949598071,3.1503448513536796,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,145.68523981116732,135.63095943348807,1.076420618507139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.37655494890254,224.52689980025622,3.1503448513536796,0.0,224.52689980025622,0.0,0.0,252.6705463525933,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,281.6852398111608,0.0,3.1503448513536796,0.0,37.21858864027854,38.89001692046986,68.0,68.0,145.68523981116732,135.63095943348807,117.03958691910523,0.0
7,0.1543,0.251,0.105,266.28574870455805,230.03095257680218,36.25479612775587,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,130.28574870456458,121.0367919172114,1.0793687192820516,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.37655494890254,257.6313510766584,36.25479612775587,0.0,257.6313510766584,0.0,-0.0,238.07637883631662,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,266.28574870455805,0.0,36.25479612775587,0.0,37.21858864027854,38.89001692046986,68.0,68.0,130.28574870456458,121.0367919172114,117.03958691910523,0.0
8,0.1543,0.251,0.105,268.41417368096984,232.9704466185428,35.44372706242703,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,132.41417368097638,123.05390991393939,1.0789612505365673,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.37655494890254,256.8202820113296,35.44372706242703,0.0,256.8202820113296,0.0,-0.0,240.09349683304464,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,268.41417368096984,0.0,35.44372706242703,0.0,37.21858864027854,38.89001692046986,68.0,68.0,132.41417368097638,123.05390991393939,117.03958691910523,0.0
9,0.1543,0.251,0.105,238.4739644706144,234.21923433916166,4.254730131452732,0.06021611016333947,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,1.0,38.89001692046986,115.05922165819106,68.0,0.5910000000034384,0.33800000000332575,1.0,0.0,1.0,102.47396447062094,94.67943794837247,1.0846930473448562,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.37655494890254,225.63128508035527,4.254730131452732,0.0,225.63128508035527,0.0,-0.0,211.71902486747769,-76.1086055607484,0.0,76.1086055607484,0.0,0.0,238.4739644706144,0.0,4.254730131452732,0.0,37.21858864027854,38.89001692046986,68.0,68.0,102.47396447062094,94.67943794837247,117.03958691910523,0.0
10,0.1543,0.251,0.105,231.5940050226644,192.61648956589758,38.97751545676681,0.06021611016333947,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.89001692046736,115.05922165818957,68.0,0.5910000000035198,0.33800000000333846,1.0,0.0,1.0,95.59400502267192,88.15926919776308,1.0860101566986302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,221.37655494890254,260.35407040566935,38.97751545676681,0.0,260.35407040566935,0.0,-0.0,205.19885611686348,-76.10860556074364,0.0,76.10860556074364,0.0,0.0,231.5940050226644,0.0,38.97751545676681,0.0,37.21858864027628,38.89001692046736,68.0,68.0,95.59400502267192,88.15926919776308,117.0395869191004,0.0
