t,Scenario5.GAS_PRICE,Scenario5.POWER_PRICE,Scenario5.HEAT_PRICE,Scenario5.heat_demand,Scenario5.heat_demand_scenario,Scenario5.delta_heat_demand,Scenario5.probability,Scenario5.chp1.bin,Scenario5.chp1.power,Scenario5.chp1.gas,Scenario5.chp1.heat,Scenario5.chp1.eta_th,Scenario5.chp1.eta_el,Scenario5.chp1.y1,Scenario5.chp1.y2,Scenario5.boiler1.bin,Scenario5.boiler1.heat,Scenario5.boiler1.gas,Scenario5.boiler1.eta_th,Scenario5.boiler1.y1,Scenario5.boiler1.y2,Scenario5.heat_storage1.heat_charge,Scenario5.heat_storage1.bin_charge,Scenario5.heat_storage1.heat_discharge,Scenario5.heat_storage1.bin_discharge,Scenario5.heat_storage1.heat_balance,Scenario5.heat_storage1.heat_capacity,Scenario5.heat_storage1.x,Scenario5.ngas_grid.gas_balance,Scenario5.power_grid.power_balance,Scenario5.power_grid.power_supply,Scenario5.power_grid.power_feedin,Scenario5.heat_grid.heat_balance,Scenario5.heat_grid.heat_supply,Scenario5.heat_grid.heat_feedin,Scenario5.arc03_expanded.heat,Scenario5.arc04_expanded.heat,Scenario5.arc05_expanded.gas,Scenario5.arc06_expanded.gas
11,0.1543,0.251,0.105,128.1881334012233,111.25096374568923,-16.937169655534063,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.1881334012233,119.04887238728989,1.079770289764761,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,-16.937169655534063,119.04887238728989,0.0,0.0,0.0,0.0,128.1881334012233,128.1881334012233,0.0,128.1881334012233,119.04887238728989,0.0
12,0.1543,0.251,0.105,123.8851574175104,88.67505124199614,-35.210106175514255,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.8851574175104,114.9709225453048,1.080594057689571,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,-35.210106175514255,114.9709225453048,0.0,0.0,0.0,0.0,123.8851574175104,123.8851574175104,0.0,123.8851574175104,114.9709225453048,0.0
13,0.1543,0.251,0.105,120.24610785605115,155.7698047322217,35.52369687617055,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.24610785605115,111.52217878277891,1.0812907225830934,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,35.52369687617055,111.52217878277891,0.0,0.0,0.0,0.0,120.24610785605115,120.24610785605115,0.0,120.24610785605115,111.52217878277891,0.0
14,0.1543,0.251,0.105,129.2256067900492,141.37889995998694,12.15329316993774,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.2256067900492,120.03209061998282,1.079571674363747,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,12.15329316993774,120.03209061998282,0.0,0.0,0.0,0.0,129.2256067900492,129.2256067900492,0.0,129.2256067900492,120.03209061998282,0.0
15,0.1543,0.251,0.105,144.84779804164918,105.21741226223426,-39.63038577941492,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.84779804164918,134.8373120730091,1.076580939552067,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,-39.63038577941492,134.8373120730091,0.0,0.0,0.0,0.0,144.84779804164918,144.84779804164918,0.0,144.84779804164918,134.8373120730091,0.0
16,0.1543,0.251,0.105,166.56653578784764,125.81984091460234,-40.7466948732453,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.56653578784764,155.4202582701206,1.072423073091646,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,-40.7466948732453,155.4202582701206,0.0,0.0,0.0,0.0,166.56653578784764,166.56653578784764,0.0,166.56653578784764,155.4202582701206,0.0
17,0.1543,0.251,0.105,169.65940464198837,162.38762462254167,-7.271780019446709,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.65940464198837,158.35138410088592,1.07183096982002,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.89181990246998,-7.271780019446709,158.35138410088592,0.0,0.0,0.0,0.0,169.65940464198837,169.65940464198837,0.0,169.65940464198837,158.35138410088592,0.0
18,0.1543,0.251,0.105,180.98217387350823,148.80354239894507,-32.17863147456316,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,162.46498599439482,1.070999999987968,1.0,0.0,0.0,1.0,6.982173873508231,1.0,6.982173873508231,27.909646028961753,-32.17863147456316,162.46498599439482,0.0,0.0,0.0,0.0,180.98217387350823,180.98217387350823,6.982173873508231,174.0,162.46498599439482,0.0
19,0.1543,0.251,0.105,159.72915392902087,139.32999195526955,-20.39916197375132,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.72915392902087,148.9404404936952,1.0737320313303853,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.909646028961753,-20.39916197375132,148.9404404936952,0.0,0.0,0.0,0.0,159.72915392902087,159.72915392902087,0.0,159.72915392902087,148.9404404936952,0.0
20,0.1543,0.251,0.105,141.17185343819725,155.89442365808762,14.722570219890372,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.95808203313328,130.20330605025788,1.0775170338329765,1.0,0.0,0.0,1.0,1.2137714050639659,1.0,1.2137714050639659,26.695874623897808,14.722570219890372,130.20330605025788,0.0,0.0,0.0,0.0,141.17185343819725,141.17185343819725,1.2137714050639659,139.95808203313328,130.20330605025788,0.0
21,0.1543,0.251,0.105,103.37569949235706,83.1941321156152,-20.181567376741853,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.37569949235706,95.53401631537238,1.0845204178779448,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.695874623897808,-20.181567376741853,95.53401631537238,0.0,0.0,0.0,0.0,103.37569949235706,103.37569949235706,0.0,103.37569949235706,95.53401631537238,0.0
22,0.1543,0.251,0.105,108.05637359730451,88.74291488527973,-19.313458712024783,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.05637359730451,99.96991237867881,1.083624342880376,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.695874623897808,-19.313458712024783,99.96991237867881,0.0,0.0,0.0,0.0,108.05637359730451,108.05637359730451,0.0,108.05637359730451,99.96991237867881,0.0
23,0.1543,0.251,0.105,106.48752403357732,85.38642216896835,-21.101101864608964,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.48752403357732,98.48310653669516,1.0839246857022609,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.695874623897808,-21.101101864608964,98.48310653669516,0.0,0.0,0.0,0.0,106.48752403357732,106.48752403357732,0.0,106.48752403357732,98.48310653669516,0.0
24,0.1543,0.251,0.105,111.895874623898,73.04324947358121,-38.85262515031678,0.0013802474316881403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.2,78.308823529409,1.0879999999879681,1.0,0.0,0.0,1.0,26.695874623897808,1.0,26.695874623897808,0.0,-38.85262515031678,78.308823529409,0.0,0.0,0.0,0.0,111.895874623898,111.895874623898,26.695874623897808,85.2,78.308823529409,0.0
