t,Scenario2.GAS_PRICE,Scenario2.POWER_PRICE,Scenario2.HEAT_PRICE,Scenario2.heat_demand,Scenario2.heat_demand_scenario,Scenario2.delta_heat_demand,Scenario2.probability,Scenario2.heat_storage1.initial_soc,Scenario2.chp1.bin,Scenario2.chp1.power,Scenario2.chp1.gas,Scenario2.chp1.heat,Scenario2.chp1.eta_th,Scenario2.chp1.eta_el,Scenario2.chp1.y1,Scenario2.chp1.y2,Scenario2.chp2.bin,Scenario2.chp2.power,Scenario2.chp2.gas,Scenario2.chp2.heat,Scenario2.chp2.eta_th,Scenario2.chp2.eta_el,Scenario2.chp2.y1,Scenario2.chp2.y2,Scenario2.boiler1.bin,Scenario2.boiler1.heat,Scenario2.boiler1.gas,Scenario2.boiler1.eta_th,Scenario2.boiler1.y1,Scenario2.boiler1.y2,Scenario2.heat_storage1.heat_charge,Scenario2.heat_storage1.bin_charge,Scenario2.heat_storage1.heat_discharge,Scenario2.heat_storage1.bin_discharge,Scenario2.heat_storage1.heat_balance,Scenario2.heat_storage1.heat_capacity,Scenario2.heat_storage1.dispatch_heat_capacity,Scenario2.heat_storage1.dispatch_heat_charge,Scenario2.heat_storage1.dispatch_heat_discharge,Scenario2.heat_storage1.dispatch_storage_capacity,Scenario2.heat_storage1.dispatch_extension,Scenario2.heat_storage1.use_extension,Scenario2.ngas_grid.gas_balance,Scenario2.power_grid.power_balance,Scenario2.power_grid.power_supply,Scenario2.power_grid.power_feedin,Scenario2.heat_grid.heat_balance,Scenario2.heat_grid.heat_supply,Scenario2.heat_grid.heat_feedin,Scenario2.heat_grid.dispatch_heat_feedin,Scenario2.heat_grid.dispatch_heat_supply,Scenario2.heat_grid.dispatch_heat_balance,Scenario2.arc01_expanded.power,Scenario2.arc02_expanded.power,Scenario2.arc03_expanded.heat,Scenario2.arc04_expanded.heat,Scenario2.arc05_expanded.heat,Scenario2.arc06_expanded.gas,Scenario2.arc07_expanded.gas,Scenario2.arc08_expanded.heat
1,0.1543,0.251,0.105,53.9955548379377,41.26389681674748,12.73165802119022,0.08586151413300828,320.0,1.0,26.372168285739306,93.8511326881079,58.0,0.6179999999910357,0.281000000002538,1.0,0.0,1.0,33.40663413747778,109.35176341430204,70.47754110610845,0.6473940726656344,0.3026059273381712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.48198626904548,1.0,0.0,0.0,-74.48198626904548,394.4819862690455,407.2136442902357,12.73165802119022,0.0,400.0,7.21364429023572,1.0,93.8511326881079,-59.77880242321709,0.0,59.77880242321709,0.0,74.48198626904548,128.47754110698318,0.0,12.73165802119022,0.0,26.372168285739306,33.40663413747778,58.0,70.47754110610845,0.0,0.0,93.8511326881079,0.0
2,0.1543,0.251,0.105,62.63446794760584,53.91676600773603,8.717701939869812,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.63446794760585,1.0,62.634467947605856,331.8475183214396,340.56522026130943,8.717701939869812,0.0,340.56522026130943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.63446794760584,0.0,8.717701939869812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.63446794760585
3,0.1543,0.251,0.105,117.96714356822358,122.25619703563049,-4.289053467406916,0.08586151413300828,320.0,1.0,37.2185886402838,117.03958691911646,68.0,0.5809999999942466,0.31799999999932715,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968134,0.3200000000069921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.032856431785206,1.0,0.0,0.0,-25.032856431785206,356.8803747532248,352.5913212858179,0.0,4.289053467406916,352.5913212858179,0.0,0.0,117.03958691911646,-75.31382673552244,0.0,75.31382673552244,0.0,25.032856431785206,143.0,4.289053467406916,0.0,0.0,37.2185886402838,38.095238095238095,68.0,75.0,0.0,0.0,117.03958691911646,0.0
4,0.1543,0.251,0.105,76.96948856098527,65.75013303221002,11.219355528775253,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.969488560985269,1.0,1.969488560985269,354.91088619223956,366.13024172101484,11.219355528775253,0.0,366.1302417210148,0.0,0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,0.0,76.96948856098527,0.0,11.219355528775253,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,1.969488560985269
5,0.1543,0.251,0.105,77.02039847440128,107.30365034360966,-30.283251869208385,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02039847440129,1.0,2.020398474401361,352.8904877178382,322.6072358486298,0.0,30.283251869208385,322.6072358486298,0.0,0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,0.0,77.02039847440128,30.283251869208385,0.0,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,2.02039847440129
6,0.1543,0.251,0.105,74.84938140259251,45.44900664476741,29.400374757825105,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15061859740748243,1.0,0.0,0.0,-0.15061859740748243,353.04110631524566,382.44148107307075,29.400374757825105,0.0,382.44148107307075,0.0,0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,0.15061859740748243,75.0,0.0,29.400374757825105,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,0.0
7,0.1543,0.251,0.105,81.62309187243272,69.95756725582841,11.665524616604316,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.623091872432724,1.0,6.623091872432724,346.41801444281293,358.08353905941726,11.665524616604316,0.0,358.08353905941726,0.0,0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,0.0,81.62309187243272,0.0,11.665524616604316,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,6.623091872432724
8,0.1543,0.251,0.105,83.51673593360302,48.07300887117599,35.44372706242702,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.516735933603016,1.0,8.516735933603002,337.90127850920993,373.34500557163693,35.44372706242702,0.0,373.34500557163693,0.0,-0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,0.0,83.51673593360302,0.0,35.44372706242702,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,8.516735933603016
9,0.1543,0.251,0.105,78.08779330644343,73.83306317499068,4.254730131452746,0.08586151413300828,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08779330644343,1.0,3.087793306443416,334.8134852027665,339.06821533421925,4.254730131452746,0.0,339.06821533421925,0.0,0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,0.0,78.08779330644343,0.0,4.254730131452746,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,3.08779330644343
10,0.1543,0.251,0.105,67.5809212944397,86.85963538460092,-19.278714090161216,0.08586151413300828,320.0,1.0,36.764038260022225,116.06780818070828,67.58092129443955,0.5825505912048439,0.31644940878872774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,334.8134852027665,315.5347711126053,0.0,19.278714090161216,315.5347711126053,0.0,0.0,116.06780818070828,-36.764038260022225,0.0,36.764038260022225,0.0,0.0,67.5809212944397,19.278714090161216,0.0,0.0,36.764038260022225,0.0,67.58092129443955,0.0,0.0,0.0,116.06780818070828,0.0
